101	92,11,44,98,109,172,209,246,257,263,160,175,279	
102	44,91,119,173,198,285,291,159,197,280	
103	100,191,238,259,272,111,254	
104	8,99,29,129,132,286,127,210,232	
105	14,49,69,79,48,158,223,239,285,259	
106	54,92,131,203,215,234,125,133,185	
107	0,133,177,179,256,282,297,137,148,153	
108	14,86,31,94,171,181,281	
109	70,72,101,256,280,120	
110	4,79,151,263,204	
111	25,45,50,33,34,48,68,83,96,103,201,285,116,129,176,187	
112	51,64,69,120,129,230,124,213,233,251,278	
113	18,42,49,139,232,294,298,121,137,163,178,192	
114	55,81,30,84,119,191,198,232,246,141,244	
115	27,40,66,97,137,178,287,290,144	
116	7,64,97,111,127,136,182,191,272	
117	46,77,194,262,132,144,179,202,284,294	
118	39,56,58,21,43,46,99,129,159,210,247,255,143,189,208	
119	102,114,98,132,146,178,196,235,259,159	
120	85,98,112,4,109,206,213,131,212,220,263,299	
121	17,83,52,76,94,113,162,166,253,278,282,293,239,285,299	
122	0,160,184,185	
123	22,34,14,32,141,188,272,273,275,159	
124	11,41,87,78,112,161,168,173,197,256,282,233	
125	2,54,74,81,106,269,289,185,201,255,288,292	
126	3,25,28,29,46,169,200,219,269,271,290	
127	57,116,47,94,104,210,287,143,239	
128	191,275,291,177,204,238,296	
129	19,99,104,112,118,3,16,111,235	
130	13,24,72,73,164,188,221,295,151,231,234	
131	2,106,120,253,257,139,166,217,221,226,279	
132	104,119,117,146,135,248	
133	23,43,50,88,100,107,52,58,106	
134	11,21,29,250,263,211,226	
135	54,57,72,88,93,132,179,182,282,169,212,269	
136	75,96,116,29,61,71,138,263	
137	29,115,10,53,107,113,151,195,253,254,260	
138	31,136,0,9,43,45,95,262,278	
139	14,113,22,95,131,191,281,142,161,268,278	
140	54,90,34,72,84,256,190	
141	51,90,123,79,98,114,176,180,196,252,284,250,263	
142	17,72,139,144,191,271,276,257	
143	88,118,127,236,256,283,294	
144	142,3,81,90,115,117,205,206,163,197,237,265,281	
145	24,163,225,240,267,153,179,244,262	
146	72,119,132,98,234,290,249	
147	170,215,248,257	
148	15,96,107,226,243	
149	52,81,39,48,290,228	
150	10,85,16,71,299,203,213,214,230,258	
151	25,80,110,137,52,64,130,268,181,217,236	
152	99,7,185,233,172,188,211,222,250,251,277	
153	9,85,89,10,107,145,192,263,217,260,261	
154	23,71,36,156,185,223,240,216,255	
155	67,0,45,99,259,264,272,299,197,204,271	
156	10,81,154,242,267,180,259	
157	94,184,224,236,269,188	
158	9,18,105,8,56,210,274,287	
159	28,118,72,86,102,119,123,175,183	
160	35,122,66,84,101,176,179,189,231,284	
161	124,31,139,169,273	
162	37,121,83,282,207,259	
163	145,6,55,113,144,168,227,243,263,280,291	
164	130,28,167,277,291,238	
165	46,268	
166	74,121,84,131,183,241	
167	164,0,176,256,294,235	
168	28,75,124,163,22,206,269,299	
169	126,161,30,135,211,220,289,294	
170	44,95,147	
171	20,57,108,214,224,271	
172	71,97,101,67,152,231,261,282,176,259	
173	102,124,78,90,200,218,217,221,244	
174	2,68,203,253,252	
175	68,159,101,180,275,184,193,195	
176	8,71,141,160,167,4,7,111,172,204,231,291	
177	60,62,107,42,128,190,180,189	
178	59,115,119,113,198,223,235	
179	63,74,107,135,160,96,117,145,199,203,225,276,287	
180	19,36,141,175,156,177	
181	108,151,265,248,250	
182	86,116,135,93,294,236,265	
183	62,159,166,48,58,87,204,207,271,274	
184	26,34,122,157,22,52,175,238,204,212,269	
185	7,35,152,154,71,106,122,125,199,214,254,196,211,227	
186	23,42,13,94,278	
187	58,1,6,21,77,80,111,257,195,242	
188	74,123,130,31,93,152,157,236,241,285	
189	31,88,160,21,32,41,118,177,202,214,285,238,250,253,256,288	
190	177,54,140,199,204,262,238	
191	7,17,96,103,114,116,128,139,142,21,31,61,68,260,298,228,254	
192	55,57,153,50,80,113,280,293,248,298	
193	175,280	
194	95,117,243,225,271	
195	76,137,10,31,90,175,187,196,220,229,233,298	
196	58,119,141,195,15,16,185,202,267,235,258	
197	68,124,95,102,144,155,212,237,263,274,232	
198	8,18,19,59,74,86,102,114,178,98,223,255,240,284,287	
199	43,46,81,179,185,190,29,93,269,258,283	
200	43,82,126,173,260	
201	78,97,111,6,9,36,89,125,272	
202	189,196,35,37,50,117,226,262	
203	26,106,174,179,68,150,235,290,215	
204	40,66,96,176,183,190,14,110,128,155,184,208,224,239,243,296	
205	13,56,95,144,1,3,12,14,59,266	
206	120,144,168,294	
207	183,162,225,261	
208	52,100,204,3,7,16,51,85,86,118,282,288,215,256	
209	101,46,55	
210	59,78,118,127,158,40,57,80,104,290	
211	65,74,95,169,21,26,98,134,152,185	
212	16,22,46,98,197,2,7,36,120,135,184,249,217,231,251	
213	120,112,150,220	
214	94,171,185,189,63,65,150,223,284	
215	106,147,203,208,236,290	
216	63,86,99,154,218	
217	16,45,85,7,55,81,131,151,153,173,212,250,273,258	
218	15,173,79,216,261,277	
219	61,72,126,269,236,249,250,270	
220	8,15,46,169,195,69,120,213,235,259	
221	72,130,84,131,173,229	
222	16,18,152,271	
223	105,154,178,198,214,40,96,226,282,283,285,293,227	
224	157,204,171,249,266,282	
225	40,96,145,179,207,8,10,18,26,194,245,273	
226	44,84,148,202,223,57,131,134,232	
227	13,55,81,163,10,185,223,259,264	
228	20,60,149,191,239	
229	67,221,58,79,87,195,273,299,232,291	
230	89,112,150,271	
231	160,172,176,14,58,130,212,236	
232	113,114,226,8,43,104,197,229	
233	83,152,112,124,195,253,284,256,286	
234	86,106,146,9,25,130,248,292,259	
235	52,119,129,203,220,167,178,196,243	
236	13,19,73,143,157,188,215,49,60,151,182,219,231,237,278	
237	95,197,236,0,34,58,87,144,242,245,261,267	
238	48,49,103,184,33,128,164,189,190,259,271,273	
239	30,105,228,25,35,41,121,127,204	
240	145,154,14,82,198	
241	11,166,188,12,27,297	
242	26,156,237,35,187	
243	148,163,194,235,204,244,245,276	
244	18,243,10,24,29,32,114,145,173	
245	3,12,71,225,237,243	
246	73,101,114,15,252	
247	118,269	
248	38,63,147,234,28,90,132,181,192,290,296	
249	212,224,27,81,146,219,281,285	
250	1,134,217,141,152,181,189,219,281	
251	3,18,88,112,152,212	
252	90,141,246,28,44,69,174,255	
253	121,131,137,174,233,0,88,189,280	
254	6,20,24,137,185,75,88,103,191,267	
255	70,78,118,198,252,72,125,154	
256	54,56,74,96,107,109,124,140,167,48,84,143,189,208,233,259,263	
257	85,92,101,131,147,187,68,142,261,278	
258	78,22,150,196,199,217,271,285	
259	21,78,103,119,155,220,227,256,35,39,105,156,162,172,234,238	
260	191,200,22,137,153	
261	35,58,172,207,237,257,57,78,95,153,218,294	
262	117,138,190,202,145,270	
263	52,101,110,134,153,197,256,120,136,141,163,278,284,267,298	
264	155,227,78,272	
265	61,181,20,65,144,182,275,288,299	
266	20,79,205,224,98	
267	35,145,156,196,254,237,263,270,298	
268	151,165,16,46,95,139,275,286	
269	125,126,157,168,199,219,135,184,247,278,276,289	
270	73,94,262,267,23,60,219,283,280	
271	1,59,85,126,142,183,230,258,42,93,155,171,194,222,238	
272	16,51,54,103,123,155,201,43,65,116,264,282	
273	30,42,81,123,161,217,225,229,5,68,238	
274	52,94,183,197,59,75,158	
275	30,123,128,175,265,268	
276	4,142,179,58,243,269	
277	26,81,164,28,152,218,288,282	
278	51,121,138,236,263,269,78,85,112,139,186,257	
279	7,40,101,131	
280	51,53,62,66,109,192,193,2,102,163,253,270,293,286	
281	89,139,249,90,108,144,250,292	
282	107,121,124,135,162,172,208,223,224,272,277,284	
283	223,270,143,199	
284	99,141,160,214,233,263,282,2,117,198	
285	30,102,105,111,188,189,223,8,24,121,249,258,286	
286	104,285,34,40,233,268,280	
287	24,115,127,69,158,179,198	
288	208,265,277,90,99,125,189	
289	61,66,125,169,269	
290	44,115,126,146,149,203,215,248,15,210	
291	39,50,79,81,102,128,164,176,10,23,53,163,229,298	
292	41,45,49,76,92,234,8,31,68,125,281,298	
293	6,24,32,41,121,192,223,280	
294	3,28,113,167,182,261,117,143,169,206	
295	130,64,74	
296	43,98,248,8,67,70,128,204	
297	70,107,85,241	
298	5,87,113,191,267,291,20,192,195,263,292	
299	40,88,150,155,168,229,37,99,120,121,265	
